,Date,Shares Outstanding,Code
580,1988-08-04,2388787000.0000005,0002.HK
581,1988-08-05,2388787000.0000005,0002.HK
582,1988-08-08,2388787000.0000005,0002.HK
583,1988-08-09,2388787000.0000005,0002.HK
584,1988-08-10,2388787000.0000005,0002.HK
585,1988-08-11,2388787000.0000005,0002.HK
586,1988-08-12,2388787000.0000005,0002.HK
587,1988-08-15,2388787000.0000005,0002.HK
588,1988-08-16,2388787000.0000005,0002.HK
589,1988-08-17,2388787000.0000005,0002.HK
590,1988-08-18,2388787000.0000005,0002.HK
591,1988-08-19,2388787000.0000005,0002.HK
592,1988-08-22,2388787000.0000005,0002.HK
593,1988-08-23,2388787000.0000005,0002.HK
594,1988-08-24,2388787000.0000005,0002.HK
595,1988-08-25,2388787000.0000005,0002.HK
596,1988-08-26,2388787000.0000005,0002.HK
597,1988-08-30,2388787000.0000005,0002.HK
598,1988-08-31,2388787000.0000005,0002.HK
599,1988-09-01,2388787000.0000005,0002.HK
600,1988-09-02,2388787000.0000005,0002.HK
601,1988-09-05,2388787000.0000005,0002.HK
602,1988-09-06,2388787000.0000005,0002.HK
603,1988-09-07,2388787000.0000005,0002.HK
604,1988-09-08,2388787000.0000005,0002.HK
605,1988-09-09,2388787000.0000005,0002.HK
606,1988-09-12,2388787000.0000005,0002.HK
607,1988-09-13,2388787000.0000005,0002.HK
608,1988-09-14,2388787000.0000005,0002.HK
609,1988-09-15,2388787000.0000005,0002.HK
610,1988-09-16,2388787000.0000005,0002.HK
611,1988-09-19,2388787000.0000005,0002.HK
612,1988-09-20,2388787000.0000005,0002.HK
613,1988-09-21,2388787000.0000005,0002.HK
614,1988-09-22,2388787000.0000005,0002.HK
615,1988-09-23,2388787000.0000005,0002.HK
616,1988-09-27,2388787000.0000005,0002.HK
617,1988-09-28,2388787000.0000005,0002.HK
618,1988-09-29,2388787000.0000005,0002.HK
619,1988-09-30,2388787000.0000005,0002.HK
620,1988-10-03,2388787000.0000005,0002.HK
621,1988-10-04,2388787000.0000005,0002.HK
622,1988-10-05,2388787000.0000005,0002.HK
623,1988-10-06,2388787000.0000005,0002.HK
624,1988-10-07,2388787000.0000005,0002.HK
625,1988-10-10,2388787000.0000005,0002.HK
626,1988-10-11,2388787000.0000005,0002.HK
627,1988-10-12,2388787000.0000005,0002.HK
628,1988-10-13,2388787000.0000005,0002.HK
629,1988-10-14,2388787000.0000005,0002.HK
630,1988-10-17,2388787000.0000005,0002.HK
631,1988-10-18,2388787000.0000005,0002.HK
632,1988-10-20,2388787000.0000005,0002.HK
633,1988-10-21,2388787000.0000005,0002.HK
634,1988-10-24,2388787000.0000005,0002.HK
635,1988-10-25,2388787000.0000005,0002.HK
636,1988-10-26,2388787000.0000005,0002.HK
637,1988-10-27,2388787000.0000005,0002.HK
638,1988-10-28,2388787000.0000005,0002.HK
639,1988-10-31,2388787000.0000005,0002.HK
640,1988-11-01,2388787000.0000005,0002.HK
641,1988-11-02,2388787000.0000005,0002.HK
642,1988-11-03,2388787000.0000005,0002.HK
643,1988-11-04,2388787000.0000005,0002.HK
644,1988-11-07,2388787000.0000005,0002.HK
645,1988-11-08,2388787000.0000005,0002.HK
646,1988-11-09,2388787000.0000005,0002.HK
647,1988-11-10,2388787000.0000005,0002.HK
648,1988-11-11,2388787000.0000005,0002.HK
649,1988-11-14,2388787000.0000005,0002.HK
650,1988-11-15,2388787000.0000005,0002.HK
651,1988-11-16,2388787000.0000005,0002.HK
652,1988-11-17,2388787000.0000005,0002.HK
653,1988-11-18,2388787000.0000005,0002.HK
654,1988-11-21,2388787000.0000005,0002.HK
655,1988-11-22,2388787000.0000005,0002.HK
656,1988-11-23,2388787000.0000005,0002.HK
657,1988-11-24,2388787000.0000005,0002.HK
658,1988-11-25,2388787000.0000005,0002.HK
659,1988-11-28,2388787000.0000005,0002.HK
660,1988-11-29,2388787000.0000005,0002.HK
661,1988-11-30,2388787000.0000005,0002.HK
662,1988-12-01,2388787000.0000005,0002.HK
663,1988-12-02,2388787000.0000005,0002.HK
664,1988-12-05,2388787000.0000005,0002.HK
665,1988-12-06,2388787000.0000005,0002.HK
666,1988-12-07,2388787000.0000005,0002.HK
667,1988-12-08,2388787000.0000005,0002.HK
668,1988-12-09,2388787000.0000005,0002.HK
669,1988-12-12,2388787000.0000005,0002.HK
670,1988-12-13,2388787000.0000005,0002.HK
671,1988-12-14,2388787000.0000005,0002.HK
672,1988-12-15,2388787000.0000005,0002.HK
673,1988-12-16,2388787000.0000005,0002.HK
674,1988-12-19,2388787000.0000005,0002.HK
675,1988-12-20,2388787000.0000005,0002.HK
676,1988-12-21,2388787000.0000005,0002.HK
677,1988-12-22,2388787000.0000005,0002.HK
678,1988-12-23,2388787000.0000005,0002.HK
679,1988-12-28,2388787000.0000005,0002.HK
680,1988-12-29,2388787000.0000005,0002.HK
681,1988-12-30,2388787000.0000005,0002.HK
682,1989-01-03,2388787000.0000005,0002.HK
683,1989-01-04,2388787000.0000005,0002.HK
684,1989-01-05,2388787000.0000005,0002.HK
685,1989-01-06,2388787000.0000005,0002.HK
686,1989-01-09,2388787000.0000005,0002.HK
687,1989-01-10,2388787000.0000005,0002.HK
688,1989-01-11,2388787000.0000005,0002.HK
689,1989-01-12,2388787000.0000005,0002.HK
690,1989-01-13,2388787000.0000005,0002.HK
691,1989-01-16,2388787000.0000005,0002.HK
692,1989-01-17,2388787000.0000005,0002.HK
693,1989-01-18,2388787000.0000005,0002.HK
694,1989-01-19,2388787000.0000005,0002.HK
695,1989-01-20,2388787000.0000005,0002.HK
696,1989-01-23,2388787000.0000005,0002.HK
697,1989-01-24,2388787000.0000005,0002.HK
698,1989-01-25,2388787000.0000005,0002.HK
699,1989-01-26,2388787000.0000005,0002.HK
700,1989-01-27,2388787000.0000005,0002.HK
701,1989-01-30,2388787000.0000005,0002.HK
702,1989-01-31,2388787000.0000005,0002.HK
703,1989-02-01,2388787000.0000005,0002.HK
704,1989-02-02,2388787000.0000005,0002.HK
705,1989-02-03,2388787000.0000005,0002.HK
706,1989-02-09,2388787000.0000005,0002.HK
707,1989-02-10,2388787000.0000005,0002.HK
708,1989-02-13,2388787000.0000005,0002.HK
709,1989-02-14,2388787000.0000005,0002.HK
710,1989-02-15,2388787000.0000005,0002.HK
711,1989-02-16,2388787000.0000005,0002.HK
712,1989-02-17,2388787000.0000005,0002.HK
713,1989-02-20,2388787000.0000005,0002.HK
714,1989-02-21,2388787000.0000005,0002.HK
715,1989-02-22,2388787000.0000005,0002.HK
716,1989-02-23,2388787000.0000005,0002.HK
717,1989-02-24,2388787000.0000005,0002.HK
718,1989-02-27,2388787000.0000005,0002.HK
719,1989-02-28,2388787000.0000005,0002.HK
720,1989-03-01,2388787000.0000005,0002.HK
721,1989-03-02,2388787000.0000005,0002.HK
722,1989-03-03,2388787000.0000005,0002.HK
723,1989-03-06,2388787000.0000005,0002.HK
724,1989-03-07,2388787000.0000005,0002.HK
725,1989-03-08,2388787000.0000005,0002.HK
726,1989-03-09,2388787000.0000005,0002.HK
727,1989-03-10,2388787000.0000005,0002.HK
728,1989-03-13,2388787000.0000005,0002.HK
729,1989-03-14,2388787000.0000005,0002.HK
730,1989-03-15,2388787000.0000005,0002.HK
731,1989-03-16,2388787000.0000005,0002.HK
732,1989-03-17,2388787000.0000005,0002.HK
733,1989-03-20,2388787000.0000005,0002.HK
734,1989-03-21,2388787000.0000005,0002.HK
735,1989-03-22,2388787000.0000005,0002.HK
736,1989-03-23,2388787000.0000005,0002.HK
737,1989-03-28,2388787000.0000005,0002.HK
738,1989-03-29,2388787000.0000005,0002.HK
739,1989-03-30,2388787000.0000005,0002.HK
740,1989-03-31,2388787000.0000005,0002.HK
741,1989-04-03,2388787000.0000005,0002.HK
742,1989-04-04,2388787000.0000005,0002.HK
743,1989-04-06,2388787000.0000005,0002.HK
744,1989-04-07,2388787000.0000005,0002.HK
745,1989-04-10,2388787000.0000005,0002.HK
746,1989-04-11,2388787000.0000005,0002.HK
747,1989-04-12,2388787000.0000005,0002.HK
748,1989-04-13,2388787000.0000005,0002.HK
749,1989-04-14,2388787000.0000005,0002.HK
750,1989-04-17,2388787000.0000005,0002.HK
751,1989-04-18,2388787000.0000005,0002.HK
752,1989-04-19,2388787000.0000005,0002.HK
753,1989-04-20,2388787000.0000005,0002.HK
754,1989-04-21,2388787000.0000005,0002.HK
755,1989-04-24,2388787000.0000005,0002.HK
756,1989-04-25,2388787000.0000005,0002.HK
757,1989-04-26,2388787000.0000005,0002.HK
758,1989-04-27,2388787000.0000005,0002.HK
759,1989-04-28,2388787000.0000005,0002.HK
760,1989-05-01,2388787000.0000005,0002.HK
761,1989-05-02,2388787000.0000005,0002.HK
762,1989-05-03,2388787000.0000005,0002.HK
763,1989-05-04,2388787000.0000005,0002.HK
764,1989-05-05,2388787000.0000005,0002.HK
765,1989-05-08,2388787000.0000005,0002.HK
766,1989-05-09,2388787000.0000005,0002.HK
767,1989-05-10,2388787000.0000005,0002.HK
768,1989-05-11,2388787000.0000005,0002.HK
769,1989-05-12,2388787000.0000005,0002.HK
770,1989-05-15,2388787000.0000005,0002.HK
771,1989-05-16,2388787000.0000005,0002.HK
772,1989-05-17,2388787000.0000005,0002.HK
773,1989-05-18,2388787000.0000005,0002.HK
774,1989-05-19,2388787000.0000005,0002.HK
775,1989-05-22,2388787000.0000005,0002.HK
776,1989-05-23,2388787000.0000005,0002.HK
777,1989-05-24,2388787000.0000005,0002.HK
778,1989-05-25,2388787000.0000005,0002.HK
779,1989-05-26,2388787000.0000005,0002.HK
780,1989-05-29,2388787000.0000005,0002.HK
781,1989-05-30,2388787000.0000005,0002.HK
782,1989-05-31,2388787000.0000005,0002.HK
783,1989-06-01,2388787000.0000005,0002.HK
784,1989-06-02,2388787000.0000005,0002.HK
785,1989-06-05,2388787000.0000005,0002.HK
786,1989-06-06,2388787000.0000005,0002.HK
787,1989-06-07,2388787000.0000005,0002.HK
788,1989-06-09,2388787000.0000005,0002.HK
789,1989-06-12,2388787000.0000005,0002.HK
790,1989-06-13,2388787000.0000005,0002.HK
791,1989-06-14,2388787000.0000005,0002.HK
792,1989-06-15,2388787000.0000005,0002.HK
793,1989-06-16,2388787000.0000005,0002.HK
794,1989-06-20,2388787000.0000005,0002.HK
795,1989-06-21,2388787000.0000005,0002.HK
796,1989-06-22,2388787000.0000005,0002.HK
797,1989-06-23,2388787000.0000005,0002.HK
798,1989-06-26,2388787000.0000005,0002.HK
799,1989-06-27,2388787000.0000005,0002.HK
800,1989-06-28,2388787000.0000005,0002.HK
801,1989-06-29,2388787000.0000005,0002.HK
802,1989-06-30,2388787000.0000005,0002.HK
803,1989-07-03,2388787000.0000005,0002.HK
804,1989-07-04,2388787000.0000005,0002.HK
805,1989-07-05,2388787000.0000005,0002.HK
806,1989-07-06,2388787000.0000005,0002.HK
807,1989-07-07,2388787000.0000005,0002.HK
808,1989-07-10,2388787000.0000005,0002.HK
809,1989-07-11,2388787000.0000005,0002.HK
810,1989-07-12,2388787000.0000005,0002.HK
811,1989-07-13,2388787000.0000005,0002.HK
812,1989-07-14,2388787000.0000005,0002.HK
813,1989-07-17,2388787000.0000005,0002.HK
814,1989-07-18,2388787000.0000005,0002.HK
815,1989-07-19,2388787000.0000005,0002.HK
816,1989-07-20,2388787000.0000005,0002.HK
817,1989-07-21,2388787000.0000005,0002.HK
818,1989-07-24,2388787000.0000005,0002.HK
819,1989-07-25,2388787000.0000005,0002.HK
820,1989-07-26,2388787000.0000005,0002.HK
821,1989-07-27,2388787000.0000005,0002.HK
822,1989-07-28,2388787000.0000005,0002.HK
823,1989-07-31,2388787000.0000005,0002.HK
824,1989-08-01,2388787000.0000005,0002.HK
825,1989-08-02,2388787000.0000005,0002.HK
826,1989-08-03,2388787000.0000005,0002.HK
827,1989-08-04,2388787000.0000005,0002.HK
828,1989-08-07,2388787000.0000005,0002.HK
829,1989-08-08,2388787000.0000005,0002.HK
830,1989-08-09,2388787000.0000005,0002.HK
831,1989-08-10,2388787000.0000005,0002.HK
832,1989-08-11,2388787000.0000005,0002.HK
833,1989-08-14,2388787000.0000005,0002.HK
834,1989-08-15,2388787000.0000005,0002.HK
835,1989-08-16,2388787000.0000005,0002.HK
836,1989-08-17,2388787000.0000005,0002.HK
837,1989-08-18,2388787000.0000005,0002.HK
838,1989-08-21,2388787000.0000005,0002.HK
839,1989-08-22,2388787000.0000005,0002.HK
840,1989-08-23,2388787000.0000005,0002.HK
841,1989-08-24,2388787000.0000005,0002.HK
842,1989-08-25,2388787000.0000005,0002.HK
843,1989-08-29,2388787000.0000005,0002.HK
844,1989-08-30,2388787000.0000005,0002.HK
845,1989-08-31,2388787000.0000005,0002.HK
846,1989-09-01,2388787000.0000005,0002.HK
847,1989-09-04,2388787000.0000005,0002.HK
848,1989-09-05,2388787000.0000005,0002.HK
849,1989-09-06,2388787000.0000005,0002.HK
850,1989-09-07,2388787000.0000005,0002.HK
851,1989-09-08,2388787000.0000005,0002.HK
852,1989-09-11,2388787000.0000005,0002.HK
853,1989-09-12,2388787000.0000005,0002.HK
854,1989-09-13,2388787000.0000005,0002.HK
855,1989-09-14,2388787000.0000005,0002.HK
856,1989-09-18,2388787000.0000005,0002.HK
857,1989-09-19,2388787000.0000005,0002.HK
858,1989-09-20,2388787000.0000005,0002.HK
859,1989-09-21,2388787000.0000005,0002.HK
860,1989-09-22,2388787000.0000005,0002.HK
861,1989-09-25,2388787000.0000005,0002.HK
862,1989-09-26,2388787000.0000005,0002.HK
863,1989-09-27,2388787000.0000005,0002.HK
864,1989-09-28,2388787000.0000005,0002.HK
865,1989-09-29,2388787000.0000005,0002.HK
866,1989-10-02,2388787000.0000005,0002.HK
867,1989-10-03,2388787000.0000005,0002.HK
868,1989-10-04,2388787000.0000005,0002.HK
869,1989-10-05,2388787000.0000005,0002.HK
870,1989-10-06,2388787000.0000005,0002.HK
871,1989-10-10,2388787000.0000005,0002.HK
872,1989-10-11,2388787000.0000005,0002.HK
873,1989-10-12,2388787000.0000005,0002.HK
874,1989-10-13,2388787000.0000005,0002.HK
875,1989-10-16,2388787000.0000005,0002.HK
876,1989-10-17,2388787000.0000005,0002.HK
877,1989-10-18,2388787000.0000005,0002.HK
878,1989-10-19,2388787000.0000005,0002.HK
879,1989-10-20,2388787000.0000005,0002.HK
880,1989-10-23,2388787000.0000005,0002.HK
881,1989-10-24,2388787000.0000005,0002.HK
882,1989-10-25,2388787000.0000005,0002.HK
883,1989-10-26,2388787000.0000005,0002.HK
884,1989-10-27,2388787000.0000005,0002.HK
885,1989-10-30,2388787000.0000005,0002.HK
886,1989-10-31,2388787000.0000005,0002.HK
887,1989-11-01,2388787000.0000005,0002.HK
888,1989-11-02,2388787000.0000005,0002.HK
889,1989-11-03,2388787000.0000005,0002.HK
890,1989-11-06,2388787000.0000005,0002.HK
891,1989-11-07,2388787000.0000005,0002.HK
892,1989-11-08,2388787000.0000005,0002.HK
893,1989-11-09,2388787000.0000005,0002.HK
894,1989-11-10,2388787000.0000005,0002.HK
895,1989-11-13,2388787000.0000005,0002.HK
896,1989-11-14,2388787000.0000005,0002.HK
897,1989-11-15,2388787000.0000005,0002.HK
898,1989-11-16,2388787000.0000005,0002.HK
899,1989-11-17,2388787000.0000005,0002.HK
900,1989-11-20,2388787000.0000005,0002.HK
901,1989-11-21,2388787000.0000005,0002.HK
902,1989-11-22,2388787000.0000005,0002.HK
903,1989-11-23,2388787000.0000005,0002.HK
904,1989-11-24,2388787000.0000005,0002.HK
905,1989-11-27,2388787000.0000005,0002.HK
906,1989-11-28,2388787000.0000005,0002.HK
907,1989-11-29,2388787000.0000005,0002.HK
908,1989-11-30,2388787000.0000005,0002.HK
909,1989-12-01,2388787000.0000005,0002.HK
910,1989-12-04,2388787000.0000005,0002.HK
911,1989-12-05,2388787000.0000005,0002.HK
912,1989-12-06,2388787000.0000005,0002.HK
913,1989-12-07,2388787000.0000005,0002.HK
914,1989-12-08,2388787000.0000005,0002.HK
915,1989-12-11,2388787000.0000005,0002.HK
916,1989-12-12,2388787000.0000005,0002.HK
917,1989-12-13,2388787000.0000005,0002.HK
918,1989-12-14,2388787000.0000005,0002.HK
919,1989-12-15,2388787000.0000005,0002.HK
920,1989-12-18,2388787000.0000005,0002.HK
921,1989-12-19,2388787000.0000005,0002.HK
922,1989-12-20,2388787000.0000005,0002.HK
923,1989-12-21,2388787000.0000005,0002.HK
924,1989-12-22,2388787000.0000005,0002.HK
925,1989-12-27,2388787000.0000005,0002.HK
926,1989-12-28,2388787000.0000005,0002.HK
927,1989-12-29,2388787000.0000005,0002.HK
928,1990-01-02,2388787000.0000005,0002.HK
929,1990-01-03,2388787000.0000005,0002.HK
930,1990-01-04,2388787000.0000005,0002.HK
931,1990-01-05,2388787000.0000005,0002.HK
932,1990-01-08,2388787000.0000005,0002.HK
933,1990-01-09,2388787000.0000005,0002.HK
934,1990-01-10,2388787000.0000005,0002.HK
935,1990-01-11,2388787000.0000005,0002.HK
936,1990-01-12,2388787000.0000005,0002.HK
937,1990-01-15,2388787000.0000005,0002.HK
938,1990-01-16,2388787000.0000005,0002.HK
939,1990-01-17,2388787000.0000005,0002.HK
940,1990-01-18,2388787000.0000005,0002.HK
941,1990-01-19,2388787000.0000005,0002.HK
942,1990-01-22,2388787000.0000005,0002.HK
943,1990-01-23,2388787000.0000005,0002.HK
944,1990-01-24,2388787000.0000005,0002.HK
945,1990-01-25,2388787000.0000005,0002.HK
946,1990-01-30,2388787000.0000005,0002.HK
947,1990-01-31,2388787000.0000005,0002.HK
948,1990-02-01,2388787000.0000005,0002.HK
949,1990-02-02,2388787000.0000005,0002.HK
950,1990-02-05,2388787000.0000005,0002.HK
951,1990-02-06,2388787000.0000005,0002.HK
952,1990-02-07,2388787000.0000005,0002.HK
953,1990-02-08,2388787000.0000005,0002.HK
954,1990-02-09,2388787000.0000005,0002.HK
955,1990-02-12,2388787000.0000005,0002.HK
956,1990-02-13,2388787000.0000005,0002.HK
957,1990-02-14,2388787000.0000005,0002.HK
958,1990-02-15,2388787000.0000005,0002.HK
959,1990-02-16,2388787000.0000005,0002.HK
960,1990-02-19,2388787000.0000005,0002.HK
961,1990-02-20,2388787000.0000005,0002.HK
962,1990-02-21,2388787000.0000005,0002.HK
963,1990-02-22,2388787000.0000005,0002.HK
964,1990-02-23,2388787000.0000005,0002.HK
965,1990-02-26,2388787000.0000005,0002.HK
966,1990-02-27,2388787000.0000005,0002.HK
967,1990-02-28,2388787000.0000005,0002.HK
968,1990-03-01,2388787000.0000005,0002.HK
969,1990-03-02,2388787000.0000005,0002.HK
970,1990-03-05,2388787000.0000005,0002.HK
971,1990-03-06,2388787000.0000005,0002.HK
972,1990-03-07,2388787000.0000005,0002.HK
973,1990-03-08,2388787000.0000005,0002.HK
974,1990-03-09,2388787000.0000005,0002.HK
975,1990-03-12,2388787000.0000005,0002.HK
976,1990-03-13,2388787000.0000005,0002.HK
977,1990-03-14,2388787000.0000005,0002.HK
978,1990-03-15,2388787000.0000005,0002.HK
979,1990-03-16,2388787000.0000005,0002.HK
980,1990-03-19,2388787000.0000005,0002.HK
981,1990-03-20,2388787000.0000005,0002.HK
982,1990-03-21,2388787000.0000005,0002.HK
983,1990-03-22,2388787000.0000005,0002.HK
984,1990-03-23,2388787000.0000005,0002.HK
985,1990-03-26,2388787000.0000005,0002.HK
986,1990-03-27,2388787000.0000005,0002.HK
987,1990-03-28,2388787000.0000005,0002.HK
988,1990-03-29,2388787000.0000005,0002.HK
989,1990-03-30,2388787000.0000005,0002.HK
990,1990-04-02,2388787000.0000005,0002.HK
991,1990-04-03,2388787000.0000005,0002.HK
992,1990-04-04,2388787000.0000005,0002.HK
993,1990-04-05,2388787000.0000005,0002.HK
994,1990-04-06,2388787000.0000005,0002.HK
995,1990-04-09,2388787000.0000005,0002.HK
996,1990-04-10,2388787000.0000005,0002.HK
997,1990-04-11,2388787000.0000005,0002.HK
998,1990-04-12,2388787000.0000005,0002.HK
999,1990-04-17,2388787000.0000005,0002.HK
1000,1990-04-18,2388787000.0000005,0002.HK
1001,1990-04-19,2388787000.0000005,0002.HK
1002,1990-04-20,2388787000.0000005,0002.HK
1003,1990-04-24,2388787000.0000005,0002.HK
1004,1990-04-25,2388787000.0000005,0002.HK
1005,1990-04-26,2388787000.0000005,0002.HK
1006,1990-04-27,2388787000.0000005,0002.HK
1007,1990-04-30,2388787000.0000005,0002.HK
1008,1990-05-01,2388787000.0000005,0002.HK
1009,1990-05-02,2388787000.0000005,0002.HK
1010,1990-05-03,2388787000.0000005,0002.HK
1011,1990-05-04,2388787000.0000005,0002.HK
1012,1990-05-07,2388787000.0000005,0002.HK
1013,1990-05-08,2388787000.0000005,0002.HK
1014,1990-05-09,2388787000.0000005,0002.HK
1015,1990-05-10,2388787000.0000005,0002.HK
1016,1990-05-11,2388787000.0000005,0002.HK
1017,1990-05-14,2388787000.0000005,0002.HK
1018,1990-05-15,2388787000.0000005,0002.HK
1019,1990-05-16,2388787000.0000005,0002.HK
1020,1990-05-17,2388787000.0000005,0002.HK
1021,1990-05-18,2388787000.0000005,0002.HK
1022,1990-05-21,2388787000.0000005,0002.HK
1023,1990-05-22,2388787000.0000005,0002.HK
1024,1990-05-23,2388787000.0000005,0002.HK
1025,1990-05-24,2388787000.0000005,0002.HK
1026,1990-05-25,2388787000.0000005,0002.HK
1027,1990-05-28,2388787000.0000005,0002.HK
1028,1990-05-29,2388787000.0000005,0002.HK
1029,1990-05-30,2388787000.0000005,0002.HK
1030,1990-05-31,2388787000.0000005,0002.HK
1031,1990-06-01,2388787000.0000005,0002.HK
1032,1990-06-04,2388787000.0000005,0002.HK
1033,1990-06-05,2388787000.0000005,0002.HK
1034,1990-06-06,2388787000.0000005,0002.HK
1035,1990-06-07,2388787000.0000005,0002.HK
1036,1990-06-08,2388787000.0000005,0002.HK
1037,1990-06-11,2388787000.0000005,0002.HK
1038,1990-06-12,2388787000.0000005,0002.HK
1039,1990-06-13,2388787000.0000005,0002.HK
1040,1990-06-14,2388787000.0000005,0002.HK
1041,1990-06-15,2388787000.0000005,0002.HK
1042,1990-06-18,2388787000.0000005,0002.HK
1043,1990-06-19,2388787000.0000005,0002.HK
1044,1990-06-20,2388787000.0000005,0002.HK
1045,1990-06-21,2388787000.0000005,0002.HK
1046,1990-06-22,2388787000.0000005,0002.HK
1047,1990-06-25,2388787000.0000005,0002.HK
1048,1990-06-26,2388787000.0000005,0002.HK
1049,1990-06-27,2388787000.0000005,0002.HK
1050,1990-06-28,2388787000.0000005,0002.HK
1051,1990-06-29,2388787000.0000005,0002.HK
1052,1990-07-02,2388787000.0000005,0002.HK
1053,1990-07-03,2388787000.0000005,0002.HK
1054,1990-07-04,2388787000.0000005,0002.HK
1055,1990-07-05,2388787000.0000005,0002.HK
1056,1990-07-06,2388787000.0000005,0002.HK
1057,1990-07-09,2388787000.0000005,0002.HK
1058,1990-07-10,2388787000.0000005,0002.HK
1059,1990-07-11,2388787000.0000005,0002.HK
1060,1990-07-12,2388787000.0000005,0002.HK
1061,1990-07-13,2388787000.0000005,0002.HK
1062,1990-07-16,2388787000.0000005,0002.HK
1063,1990-07-17,2388787000.0000005,0002.HK
1064,1990-07-18,2388787000.0000005,0002.HK
1065,1990-07-19,2388787000.0000005,0002.HK
1066,1990-07-20,2388787000.0000005,0002.HK
1067,1990-07-23,2388787000.0000005,0002.HK
1068,1990-07-24,2388787000.0000005,0002.HK
1069,1990-07-25,2388787000.0000005,0002.HK
1070,1990-07-26,2388787000.0000005,0002.HK
1071,1990-07-27,2388787000.0000005,0002.HK
